Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Act 1 Super Bx	18	5	6	1020	1024	1020			Act 1 Uitem B	2	Act 1 Cpot B	2																				0
Act 1 Super Cx	18	9	6	1020	1024	1020			Act 1 Uitem C	2	Act 1 Cpot C	2																				0
Act 2 Super Ax	18	12	6	1020	1024	1020			Act 2 Uitem A	2	Act 2 Cpot A	2																				0
Act 2 Super Bx	18	15	6	1020	1024	1020			Act 2 Uitem B	2	Act 2 Cpot B	2																				0
Act 2 Super Cx	18	18	6	1020	1024	1020			Act 2 Uitem C	2	Act 2 Cpot C	2																				0
Act 3 Super Ax	18	20	6	1020	1024	1020			Act 3 Uitem A	2	Act 3 Cpot A	2																				0
Act 3 Super Bx	18	22	6	1020	1024	1020			Act 3 Uitem B	2	Act 3 Cpot B	2																				0
Act 3 Super Cx	18	24	6	1020	1024	1020			Act 3 Uitem C	2	Act 3 Cpot C	2																				0
Act 4 Super Ax	18	26	6	1020	1024	1020			Act 4 Uitem A	2	Act 4 Cpot A	2																				0
Act 4 Super Bx	18	29	6	1020	1024	1020			Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 4 Super Cx	18	32	6	1020	1024	1020			Act 4 Uitem B	2	Act 4 Cpot B	2																				0
Act 5 Super Ax	18	34	6	1020	1024	1020			Act 5 Uitem A	2	Act 5 Cpot A	2																				0
Act 5 Super Bx	18	36	6	1020	1024	1020			Act 5 Uitem B	2	Act 5 Cpot B	2																				0
Act 5 Super Cx	18	38	6	1020	1024	1020			Act 5 Uitem C	2	Act 5 Cpot C	2																				0
Act 1 (N) Super Ax	18	40	6	1020	1024	1020			Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																				0
Act 1 (N) Super Bx	18	41	6	1020	1024	1020			Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																				0
Act 1 (N) Super Cx	18	42	6	1020	1024	1020			Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																				0
Act 2 (N) Super Ax	18	44	6	1020	1024	1020			Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																				0
Act 2 (N) Super Bx	18	45	6	1020	1024	1020			Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																				0
Act 2 (N) Super Cx	18	46	6	1020	1024	1020			Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																				0
Act 3 (N) Super Ax	18	48	6	1020	1024	1020			Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																				0
Act 3 (N) Super Bx	18	50	6	1020	1024	1020			Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																				0
Act 3 (N) Super Cx	18	51	6	1020	1024	1020			Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																				0
Act 4 (N) Super Ax	18	54	6	1020	1024	1020			Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																				0
Act 4 (N) Super Bx	18	57	6	1020	1024	1020			Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 4 (N) Super Cx	18	60	6	1020	1024	1020			Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																				0
Act 5 (N) Super Ax	18	62	6	1020	1024	1020			Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																				0
Act 5 (N) Super Bx	18	63	6	1020	1024	1020			Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																				0
Act 5 (N) Super Cx	18	66	6	1020	1024	1020			Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																				0
Act 1 (H) Super Ax	18	67	6	1020	1024	1020			Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																				0
Act 1 (H) Super Bx	18	67	6	1020	1024	1020			Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																				0
Act 1 (H) Super Cx	18	68	6	1020	1024	1020			Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																				0
Act 2 (H) Super Ax	18	68	6	1020	1024	1020			Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																				0
Act 2 (H) Super Bx	18	69	6	1020	1024	1020			Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																				0
Act 2 (H) Super Cx	18	72	6	1020	1024	1020			Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																				0
Act 3 (H) Super Ax	18	73	6	1020	1024	1020			Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																				0
Act 3 (H) Super Bx	18	75	6	1020	1024	1020			Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																				0
Act 3 (H) Super Cx	18	78	6	1020	1024	1020			Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																				0
Act 4 (H) Super Ax	18	81	6	1020	1024	1020			Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																				0
Act 4 (H) Super Bx	18	84	6	1020	1024	1020			Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 4 (H) Super Cx	18	87	6	1020	1024	1020			Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																				0
Act 5 (H) Super Ax	18	90	6	1020	1024	1020			Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																				0
Act 5 (H) Super Bx	18	93	6	1020	1024	1020			Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																				0
Act 5 (H) Super Cx	18	96	6	1020	1024	1020			Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																				0
Cow King			6	1020	1024	1020			Act 1 Uitem C	1	Act 1 Melee B	2																				0
Cow King (N)			6	1020	1024	1020			Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																				0
Cow King (H)			6	1020	1024	1020			Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2																				0
Duriel			6	1020	1024	1020			tsc	1	Duriel - Base	2																				0
Duriel (N)			6	1020	1024	1020			tsc	1	Duriel (N) - Base	2																				0
Duriel (H)			6	1020	1024	1020			tsc	1	Duriel (H) - Base	2																				0
Durielq			6	1020	1024	1020			tsc	1	Durielq - Base	2																				0
Durielq (N)			6	1020	1024	1020			tsc	1	Durielq (N) - Base	2																				0
Durielq (H)			6	1020	1024	1020			tsc	1	Durielq (H) - Base	2																				0
ROP			6	1020	1024	1020			Diablo	1																						0
ROP (N)			6	1020	1024	1020			Diablo (N)	4	Annihilus	1																				0
ROP (H)			6	1020	1024	1020			Annihilus	1																						0
Countess Rune			6	1020	1024	1020			Runes 4	15																						0
Countess Rune (N)			6	1020	1024	1020			Runes 8	15																						0
Countess Rune (H)			6	1020	1024	1020			Runes 12	15																						0
Countess Item			6	1020	1024	1020			"gld,mul=1280"	11	Act 1 Equip C	19	Act 2 Junk	15	Act 2 Good	3																0
Countess Item (N)			6	1020	1024	1020			"gld,mul=1536"	11	Act 1 (N) Equip C	19	Act 2 (N) Junk	15	Act 2 (N) Good	3																0
Countess Item (H)			6	1020	1024	1020			"gld,mul=2048"	11	Act 1 (H) Equip C	19	Act 2 (H) Junk	15	Act 2 (H) Good	3	pk1	1														0
Countess			6	1020	1024	1020			Countess Item	1	Countess Rune	1																				0
Countess (N)			6	1020	1024	1020			Countess Item (N)	1	Countess Rune (N)	1																				0
Countess (H)			6	1020	1024	1020			Countess Item (H)	1	Countess Rune (H)	1																				0
Uber Andariel			6	1020	1024	1020			dhn	1																						0
Uber Duriel			6	1020	1024	1020			bey	1																						0
Uber Izual			6	1020	1024	1020			mbr	1																						0
Pandemonium Key A			6	1020	1024	1020			pk1	1																						0
Pandemonium Key B			6	1020	1024	1020			pk2	1																						0
Pandemonium Key C			6	1020	1024	1020			pk3	1																						0
																																0
